id,project_id,project_q,sort_order,title,person_q,class_q,first_name,last_name,role,role_wiki,start_date,end_date,website_urls
1248,399,Q130247430,7,Sarah Züst,Q130254052,Q5,Sarah,Züst,,P767,,,"
"
1249,400,Q130247431,1,Jeremie Maret,Q130254053,Q5,Jeremie,Maret,,P767,,,"
"
1250,400,Q130247431,2,Lenny Staples,Q130254054,Q5,Lenny,Staples,,P767,,,"
"
1251,400,Q130247431,3,Christian Weber,Q130254055,Q5,Christian,Weber,,P767,,,"
"
1252,401,Q130247432,1,Lukas Schwarz,Q130251911,Q5,Lukas,Schwarz,Gründungsmitglied,P112,,,"
"
1253,401,Q130247432,2,Adri Atik,Q130251912,Q5,Adri,Atik,Gründungsmitglied,P112,,,"
"
1254,402,Q130247433,1,Wilfried Maret,Q21704721,Mensch,Wilfried,Maret,,P767,,,"
"
1255,403,Q130247434,1,Lucie Kolb,Q103848914,Mensch,Lucie,Kolb,Editor,P767,,,"
"
1256,403,Q130247434,2,Pablo Müller,Q129406693,Mensch,Pablo,Müller,Editor,P767,,,"
"
1257,403,Q130247434,3,Barbara Preisig,Q130254056,Q5,Barbara,Preisig,Editor,P767,,,"
"
1258,403,Q130247434,4,Judith Welter,Q130254057,Q5,Judith,Welter,Editor,P767,,,"
"
1259,403,Q130247434,5,Sabo Day,Q130254058,Q5,Sabo,Day,Art Direction (macht Grafik),P767,,,"
"
1260,403,Q130247434,6,Julia Künzi,Q130254060,Q5,Julia,Künzi,Editions (betreut die Editionen),P767,,,"
"
1261,404,Q130247435,1,Dominic Chenaux,Q130254061,Q5,Dominic,Chenaux,Geschäftsleitung,P767,,,"
"
1262,404,Q130247435,2,Michelle Grob,Q130253428,Q5,Michelle,Grob,Geschäftsleitung,P767,,,"
"
1263,404,Q130247435,3,Urs Emmenegger,Q130254063,Q5,Urs,Emmenegger,Leitung Veranstaltungen,P767,,,"
"
1264,404,Q130247435,4,Dominika Jarotto,Q130254064,Q5,Dominika,Jarotto,Mitarbeit Veranstaltungen,P767,,,"
"
1265,404,Q130247435,5,Janine Bürki,Q130254065,Q5,Janine,Bürki,Leitung Netzwerkarbeit,P767,,,"
"
1266,404,Q130247435,6,Laura Röösli,Q130254066,Q5,Laura,Röösli,Leitung Gastronomie,P767,,,"
"
1267,404,Q130247435,7,Laurin Schwob,Q130254067,Q5,Laurin,Schwob,Leitung Gastronomie,P767,,,"
"
1268,404,Q130247435,8,Eva Schöpfer,Q130254068,Q5,Eva,Schöpfer,Leitung Catering,P767,,,"
"
1269,404,Q130247435,9,Patrick Schwehm,Q130254069,Q5,Patrick,Schwehm,Leitung Küche,P767,,,"
"
1270,405,Q130247437,1,Martin Blum,Q115556317,Q5,Martin,Blum,,P767,,,"
"
1271,406,Q130247438,1,Eva-Maria Züllig,Q130254071,Q5,Eva-Maria,Züllig,Kuratorin,P767,,,"
"
1272,407,Q130247439,1,Ateliergemeinschaft Leporelle,Q130254072,Q5,Ateliergemeinschaft,Leporelle,,P767,,,"
"
1273,407,Q130247439,2,Angela Osterwalder,Q130254073,Q5,Angela,Osterwalder,,P767,,,"
"
1274,407,Q130247439,3,Francesca Brusa,Q130254074,Q5,Francesca,Brusa,,P767,,,"
"
1275,407,Q130247439,4,Milos Stolic,Q130254075,Q5,Milos,Stolic,,P767,,,"
"
1276,407,Q130247439,5,Sergio Araya,Q130254076,Q5,Sergio,Araya,,P767,,,"
"
1277,409,Q130247441,1,Sara Izzo,Q130254077,Q5,Sara,Izzo,Projektgruppe eg,P767,,,"
"
1278,409,Q130247441,2,Anna Leibbrandt,Q130254078,Q5,Anna,Leibbrandt,Projektgruppe eg,P767,,,"
"
1279,409,Q130247441,3,Patrick Righi,Q130254079,Q5,Patrick,Righi,zu Beginn Teil der Projektgruppe eg,P767,,,"
"
1280,410,Q130247443,1,San Keller,Q85098823,Mensch,San,Keller,,P767,,,"
"
1281,410,Q130247443,2,Marianne Keller,Q130254081,Q5,Marianne,Keller,,P767,,,"
"
1282,410,Q130247443,3,Fritz Keller,Q130254082,Q5,Fritz,Keller,,P767,,,"
"
1283,411,Q130247444,1,Juliane Wolski,Q130254083,Q5,Juliane,Wolski,ehemals,P767,,,"
"
1284,411,Q130247444,2,Chantal Küng,Q112040514,Mensch,Chantal,Küng,ehemals,P767,,,"
"
1285,411,Q130247444,3,Mathias Kobel,Q130254084,Q5,Mathias,Kobel,,P767,,,"
"
1286,411,Q130247444,4,Deborah Müller,Q130254085,Q5,Deborah,Müller,,P767,,,"
"
1287,411,Q130247444,5,Etienne Wismer,Q130254086,Q5,Etienne,Wismer,,P767,,,"
"
1288,412,Q130247445,1,Ilona Ruegg,Q85102022,Mensch,Ilona,Ruegg,,P767,,,"
"
1289,412,Q130247445,2,Eva Haas,Q85097381,Mensch,Eva,Haas,,P767,,,"
"
1290,412,Q130247445,3,Elisabeth Zahnd,Q130253554,Q5,Elisabeth,Zahnd,,P767,,,"
"
1291,412,Q130247445,4,Max Roth,Q71725948,Mensch,Max,Roth,,P767,,,"
"
1292,412,Q130247445,5,Dieter Seibt,Q115556690,Mensch,Dieter,Seibt,,P767,,,"
"
1293,412,Q130247445,6,Raoul Marek,Q1299512,Mensch,Raoul,Marek,,P767,,,"
"
1294,412,Q130247445,7,Rudolf Mattes,Q130254088,Q5,Rudolf,Mattes,,P767,,,"
"
1295,412,Q130247445,8,Res Ingold,Q2145508,Mensch,Res,Ingold,,P767,,,"
"
1296,413,Q130247446,1,Marco Giacomoni,Q115556400,Q5,Marco,Giacomoni,,P767,,,"
"
1297,414,Q130247447,1,Benjamin Dodell,Q130254090,Q5,Benjamin,Dodell,ab 1997,P767,1997,1997,"
"
1298,414,Q130247447,2,Marc Dörfel,Q130254091,Q5,Marc,Dörfel,bis 1997,P767,,1997,"
"
1299,414,Q130247447,3,Sonja Kräuliger,Q130254092,Q5,Sonja,Kräuliger,1993,P767,1993,1993,"
"
1300,414,Q130247447,4,Gebrüder Wichtig,Q130254093,Q5,Gebrüder,Wichtig,"""Helfer"" 1993",P767,1993,1993,"
"
1301,416,Q130247449,1,Alain Jenzer,Q115556467,Mensch,Alain,Jenzer,,P767,,,"
"
1302,417,Q130247450,1,Céline Burnand,Q115556335,Mensch,Céline,Burnand,Initiantin,P767,,,"
"
1303,417,Q130247450,2,Valentine Paley,Q130254095,Q5,Valentine,Paley,Initiant,P767,,,"
"
1304,417,Q130247450,3,Adrien Chevalley,Q130254096,Q5,Adrien,Chevalley,Initiant,P767,,,"
"
1305,417,Q130247450,4,Thomas Koenig,Q130254097,Q5,Thomas,Koenig,Initiant,P767,,,"
"
1306,417,Q130247450,5,Timothée Messeiller,Q130254098,Q5,Timothée,Messeiller,Initiant,P767,,,"
"
1307,417,Q130247450,6,Colin Pahlisch,Q130254099,Q5,Colin,Pahlisch,Initiantin,P767,,,"
"
1308,417,Q130247450,7,Antoine Tille,Q130254101,Q5,Antoine,Tille,Initiantin,P767,,,"
"
1309,417,Q130247450,8,Darren Roshier,Q112972191,Mensch,Darren,Roshier,Initiantin,P767,,,"
"
1310,419,Q130247453,1,Fanti Baum,Q130254102,Q5,Fanti,Baum,,P767,,,"
"
1311,420,Q130247455,1,Annina Manchaz,Q130254103,Q5,Annina,Manchaz,,P767,,,"
"
1312,420,Q130247455,2,Björn Neukomm,Q130254104,Q5,Björn,Neukomm,,P767,,,"
"
1313,420,Q130247455,3,Zoé Blanc,Q130254105,Q5,Zoé,Blanc,,P767,,,"
"
1314,420,Q130247455,4,Krystina Schaub,Q130254106,Q5,Krystina,Schaub,,P767,,,"
"
1315,421,Q130247456,1,Céline Privet,Q130254107,Q5,Céline,Privet,,P767,,,"
"
1316,421,Q130247456,2,Ulysse Prévost,Q130254108,Q5,Ulysse,Prévost,,P767,,,"
"
1317,421,Q130247456,3,Coline Davaud,Q130254110,Q5,Coline,Davaud,,P767,,,"
"
1318,423,Q130247458,1,Uschla Ramseier,Q130254111,Q5,Uschla,Ramseier,Kuratorin und Ausstellende der 'Unsere Erde und wir'-Ausstellung,P767,,,"
"
1319,424,Q130247459,1,Phillipp Spillmann,Q130254112,Q5,Phillipp,Spillmann,,P767,,,"
"
1320,424,Q130247459,2,Phillipp Cron,Q130254113,Q5,Phillipp,Cron,,P767,,,"
"
1321,424,Q130247459,3,Mateo Chacon-Pino,Q130254114,Q5,Mateo,Chacon-Pino,,P767,,,"
"
1322,425,Q130247460,1,Heinrich Maria Opladen,Q130254115,Q5,Heinrich Maria,Opladen,,P767,,,"
"
1323,425,Q130247460,2,Beat Meyer,Q130254116,Q5,Beat,Meyer,,P767,,,"
"
1324,425,Q130247460,3,Franziska Opladen,Q130254117,Q5,Franziska,Opladen,,P767,,,"
"
1325,425,Q130247460,4,Martin Mühlethaler,Q130254118,Q5,Martin,Mühlethaler,,P767,,,"
"
1326,426,Q130247461,1,Tizian Baldinger,Q130254120,Q5,Tizian,Baldinger,Gesamtleitung,P767,,,"
"
1327,426,Q130247461,2,Géraldine Honauer,Q130254121,Q5,Géraldine,Honauer,Gesamtleitung,P767,,,"
"
1328,426,Q130247461,3,Ivan Hörler,Q130254122,Q5,Ivan,Hörler,Technik,P767,,,"
"
1329,427,Q130247462,1,Bernhard Bischoff,Q130254123,Q5,Bernhard,Bischoff,,P767,,,"
"
1330,427,Q130247462,2,Claire Schnyder Lüdi,Q130254124,Q5,Claire,Schnyder Lüdi,,P767,,,"
"
1331,429,Q130247464,1,Ruedi Fischli,Q130254125,Q5,Ruedi,Fischli,,P767,,,"
"
1332,429,Q130247464,2,Alex Spichale,Q130254126,Q5,Alex,Spichale,,P767,,,"
"
1333,429,Q130247464,3,Peter Kiefer,Q130253298,Q5,Peter,Kiefer,,P767,,,"
"
1334,429,Q130247464,4,Rainer Kiefer,Q130254127,Q5,Rainer,Kiefer,,P767,,,"
"
1335,429,Q130247464,5,Martin Lehnert,Q51749960,Mensch,Martin,Lehner,,P767,,,"
"
1336,429,Q130247464,6,René Mächler,Q85099873,Mensch,René,Mächler,,P767,,,"
"
1337,429,Q130247464,7,Ruedi Lehner,Q130254128,Q5,Ruedi,Lehner,,P767,,,"
"
1338,430,Q130247465,1,Ramon Feller,Q130253781,Q5,Ramon,Feller,,P767,,,"
"
1339,430,Q130247465,2,Ines Schaerer,Q130254130,Q5,Ines,Schaerer,,P767,,,"
"
1340,431,Q130247466,1,Adrian Demleitner,Q130254131,Q5,Adrian,Demleitner,,P767,,,"
"
1341,431,Q130247466,2,Jacqueline Schnyder,Q130254132,Q5,Jacqueline,Schnyder,,P767,,,"
"
1342,431,Q130247466,3,Julia Geiser,Q130254134,Q5,Julia,Geiser,Initiantin,P767,,,"
"
1343,431,Q130247466,4,Michelle Benz,Q130254135,Q5,Michelle,Benz,,P767,,,"
"
1344,431,Q130247466,5,Nadja Forster,Q130254136,Q5,Nadja,Forster,,P767,,,"
"
1345,431,Q130247466,6,Rahel Schwarz,Q130254138,Q5,Rahel,Schwarz,,P767,,,"
"
1346,432,Q130247467,1,Rudolf Jäggli,Q130254139,Q5,Rudolf,Jäggli,,P767,,,"
"
1347,433,Q130247468,1,Nando (Fernando) Snozzi,Q85102905,Mensch,Nando,Snozzi,Leiter,P767,,,"
"
1348,434,Q130247469,1,Luc Aubort,Q3264719,Mensch,Luc,Aubort,,P767,,,"
"
1349,434,Q130247469,2,Philippe Decrauzat,Q3379700,Mensch,Philippe,Decrauzat,,P767,,,"
"
1350,434,Q130247469,3,Sandra Bersier,Q130254141,Q5,Sandra,Bersier,,P767,,,"
"
1351,434,Q130247469,4,Stéphane Dafflon,Q3501705,Mensch,Stéphane,Dafflon,,P767,,,"
"
1352,435,Q130247470,1,Fransziksa Koch,Q130254143,Q5,Fransziksa,Koch,,P767,,,"
"
1353,435,Q130247470,2,Anna Frei,Q130254144,Q5,Anna,Frei,,P767,,,"
"
1354,435,Q130247470,3,Georg Rutishauser,Q130253473,Q5,Georg,Rutishauser,,P767,,,"
"
1355,435,Q130247470,4,Klemens Wempe,Q130254146,Q5,Klemens,Wempe,,P767,,,"
"
1356,436,Q130247471,1,Danillo Kathriner Tenti,Q130254147,Q5,,,,P767,,,"
"
1357,437,Q130247472,1,Nicolas Brulhart,Q130251913,Q5,Nicolas,Brulhard,Co-Gründer und Co-Betreiber,P112,,,"
"
1358,437,Q130247472,2,Paolo Baggi,Q130254148,Q5,Paolo,Baggi,,P767,,,"
"
1359,437,Q130247472,3,Elise Corpataux,Q130254149,Q5,Elise,Corpataux,,P767,,,"
"
1360,437,Q130247472,4,Grégory Sugnaux,Q115556724,Mensch,Gregory,Sugnaux,,P767,,,"
"
1361,437,Q130247472,5,Varun Kumar,Q130254150,Q5,Varun,Kumar,,P767,,,"
"
1362,437,Q130247472,6,Clément Chavanne,Q130254152,Q5,Clément,Chavanne,ehemalig,P767,,,"
"
1363,437,Q130247472,7,Samuel Pasquier,Q130254153,Q5,Samuel,Pasquier,ehemalig,P767,,,"
"
1364,437,Q130247472,8,Emilie Magnin,Q130254154,Q5,Emilie,Magnin,ehemalig,P767,,,"
"
1365,437,Q130247472,9,Lauris Paulus,Q130251914,Q5,Lauris,Paulus,"ehemalig, Co-Gründer",P112,,,"
"
1366,438,Q130247473,1,Christina Jonsson,Q130251846,Q5,Christina,Jonsson,,P767,,,"
"
1367,438,Q130247473,2,Davide d'Ambrosio,Q130251847,Q5,Davide,d'Ambrosio,,P767,,,"
"
1368,439,Q130247474,1,Michèle Nicol,Q130254155,Q5,Michèle,Nicol,,P767,,,"
"
1369,439,Q130247474,2,Beat Huber,Q85098091,Mensch,Beat,Huber,,P767,,,"
"
1370,441,Q130247476,1,Alain C. Kupper,Q130254156,Q5,Alain C.,Kupper,,P767,,,"
"
1371,443,Q130247478,1,Fondation Krösus / Sammlung Häuser und Wir,Q130253302,Q5,,,,P767,,,"
"
1372,443,Q130247478,2,Stini Arn,Q130253721,Q5,Stini,Arn,,P767,,,"
"
1373,443,Q130247478,3,Jan Theiler,Q6534551,Mensch,Jan,Theiler,,P767,,,"
"
1374,443,Q130247478,4,Pascal Häusermann,Q107248329,Mensch,Pascal,Häusermann,,P767,,,"
"
1375,443,Q130247478,5,Mark Divo,Q6767377,Mensch,Mark,Divo,,P767,,,"
"
1376,443,Q130247478,6,Bitnik.org,Q29957515,Q5,,,,P767,,,"https://bitnik.org
"
1377,444,Q130247479,1,Patrik Schedler,Q130254161,Q5,Patrik,Schedler,,P767,,,"
"
1378,444,Q130247479,2,Katja Baumhoff,Q130254162,Q5,Katja,Baumhoff,Kuratorin und Kunsthistorikerin,P767,,,"
"
1379,444,Q130247479,3,Almira Medaric,Q130254163,Q5,Almira,Medaric,"Künstlerin, (Mitglied Programmgruppe)",P767,,,"
"
1380,444,Q130247479,4,Beni Blaser,Q130254164,Q5,Beni,Blaser,"Fotograf, (Mitglied Programmgruppe)",P767,,,"
"
1381,444,Q130247479,5,Rebekka Ray,Q130254165,Q5,Rebekka,Ray,(Co-Kuratorin 2004 - 2015),P767,2004,2015,"
"
1382,444,Q130247479,6,Ueli Vogt,Q130254166,Q5,Ueli,Vogt,(Co- Kurator 2004-2011),P767,2004,2011,"
"
1383,445,Q18392795,1,Federica Martini,Q110247442,Mensch,Federica,Martini,,P767,,,"
"
1384,445,Q18392795,2,Adrien Cater,Q108540536,Mensch,Adrien,Cater,,P767,,,"
"
1385,445,Q18392795,3,Francisco Meirino,Q65770392,Mensch,Francisco,Meirino,,P767,,,"
"
1386,445,Q18392795,4,Tilo Steireif,Q3528544,Mensch,Tilo,Steireif,,P767,,,"
"
1387,445,Q18392795,5,Schüpfer Gagnebin-de Bons,Q130254169,Q5,Schüpfer,Gagnebin-de Bons,,P767,,,"
"
1388,445,Q18392795,6,Vlado Alonso,Q85092062,Mensch,Vlado,Alonso,,P767,,,"
"
1389,445,Q18392795,7,Virginie Otth,Q124657164,Mensch,Virginie,Otth,,P767,,,"
"
1390,445,Q18392795,8,Matthias Bruggmann,Q130254170,Q5,Matthias,Bruggmann,,P767,,,"
"
1391,445,Q18392795,9,Nicolas Savary,Q85102224,Mensch,Nicolas,Savary,,P767,,,"
"
1392,446,Q130247480,1,Peter Trachsel,Q18629806,Mensch,Peter,Trachsel,,P767,,,"
"
1393,447,Q130247481,1,Mark Divo,Q6767377,Mensch,Mark,Divo,,P767,,,"
"
1394,447,Q130247481,2,Pascal Häusermann,Q107248329,Mensch,Pascal,Häuser­mann,,P767,,,"
"
1395,447,Q130247481,3,lngo Giezendanner,Q130253367,Q5,lngo,Giezendanner,,P767,,,"
"
1396,447,Q130247481,4,Derek Marcel Ramsey,Q130254173,Q5,Derek Marcel,Ramsey,,P767,,,"
"
1397,447,Q130247481,5,Urs Lehmann,Q111328616,Mensch,Urs,Lehmann,,P767,,,"
"
1398,447,Q130247481,6,Stini Arn,Q130253721,Q5,Stini,Arn,,P767,,,"
"
1399,447,Q130247481,7,!Mediengruppe Bitnik,Q29957515,collective,Mediengruppe,Bitnik,Carmen Weisskopf & Domagoj Smoljo,P767,,,"
"
1400,448,Q21460364,1,Laurence Pittet,Q130254175,Q5,Laurence,Pittet,,P767,,,"
"
1401,449,Q130247482,1,Eric Philippoz,Q130254176,Q5,Eric,Philippoz,,P767,,,"
"
1402,450,Q130247483,1,Lydia Wilhelm,Q107261296,Mensch,Lydia,Wilhelm,,P767,,,"
"
1403,450,Q130247483,2,Gianin Conrad,Q55235884,Mensch,Gianin,Conrad,,P767,,,"
"
1404,451,Q1792425,1,Bernhard Bürgi,Q112554678,Mensch,Bernhard,Mendes Bürgi,Gründungszeit,P112,,,"
"
1405,451,Q1792425,2,Michael Ringier,Q1929034,Mensch,Michael,Ringier,Präsident,P767,,,"
"
1406,451,Q1792425,3,Maja Hoffmann,Q16187113,Mensch,Maja,Hoffmann,,P767,,,"
"
1407,451,Q1792425,4,Gerd Schepers,Q104203315,Mensch,Gerd,Schepers,Vize-Präsident,P767,,,"
"
1408,451,Q1792425,5,Mirjam Staub-Bisang,Q130254177,Q5,Mirjam,Staub-Bisang,Quästorin,P767,,,"
"
1409,452,Q15117806,1,Stefan Banz,Q2335987,Mensch,Stephan,Banz,"Initiant, Co-Gründer, künstlerischer und administrativer Direktor",P112,,,"
"
1410,452,Q15117806,2,Bruno Müller-Meyer,Q85100652,Mensch,Bruno,Müller-Meyer,"Co-Gründer, Verantwortlich für die Geldbeschaffung",P112,,,"
"
1411,452,Q15117806,3,Stephan Wittmer,Q85104311,Mensch,Stephan,Wittmer,Co-Gründer,P112,,,"
"
1412,452,Q15117806,4,Erwin Hofstetter,Q85097912,Mensch,Erwin,Hofstetter,"Co-Gründer, Vereinspräsident",P112,,,"
"
1413,453,Q130247484,1,Nicole Tharin - Misito,Q130254178,Q5,Nicole,Tharin,,P767,,,"
"
1414,455,Q130247486,1,François Kohler,Q88692664,Mensch,François,Kohler,Co-directeur,P767,,,"
"
1415,455,Q130247486,2,Damián Navarro,Q130254179,Q5,Damián,Navarro,Co-directeur,P767,,,"
"
1416,455,Q130247486,3,Didier Rittener,Q3027177,Mensch,Didier,Rittener,"Comité de l'association, président",P767,,,"
"
1417,455,Q130247486,4,Luc Aubort,Q3264719,Mensch,Luc,Aubort,"Comité de l'association, caissier",P767,,,"
"
1418,455,Q130247486,5,Gilles Furtwängler,Q85096449,Mensch,Gilles,Furtwängler,"Comité de l'association, sécretaire",P767,,,"
"
1419,455,Q130247486,6,Philippe Decrauzat,Q3379700,Mensch,Philippe,Decrauzat,"Comité de l'association, suppléant",P767,,,"
"
1420,455,Q130247486,7,Caroline Anderes,Q130254180,Q5,Caroline,Anderes,Membres de l'association,P767,,,"
"
1421,455,Q130247486,8,Natacha Anderes,Q130254181,Q5,Natacha,Anderes,Membres de l'association,P767,,,"
"
1422,455,Q130247486,9,Mathilda Angullo,Q130254182,Q5,Mathilda,Angullo,Membres de l'association,P767,,,"
"
1423,455,Q130247486,10,Delphine Coindet,Q3021813,Mensch,Delphine,Coindet,Membres de l'association,P767,,,"
"
1424,455,Q130247486,11,Nicolas Eigenheer,Q130254183,Q5,Nicolas,Eigenheer,Membres de l'association,P767,,,"
"
1425,455,Q130247486,12,David Hominal,Q55288460,Mensch,David,Hominal,Membres de l'association,P767,,,"
"
1426,455,Q130247486,13,Jérôme Pfister,Q130254184,Q5,Jérôme,Pfister,Membres de l'association,P767,,,"
"
1427,456,Q130247487,1,Claudius Weber,Q2978580,Mensch,Claudius,Weber,,P767,,,"
"
1428,458,Q130247489,1,Carole Rigaut,Q130254187,Q5,Carole,Rigaut,,P767,,,"
"
1429,459,Q130247490,1,David Schildknecht,Q27039312,Mensch,David,Schildknecht,Macher/Kurator,P767,,,"
"
1430,461,Q130247492,1,Martin Furler Bassand,Q130253381,Q5,,,,P767,,,"
"
1431,462,Q130247493,1,Nikkol Rot,Q130254190,Q5,Nikkol,Rot,,P767,,,"
"
1432,462,Q130247493,2,Jenja Roman Doerig,Q130254191,Q5,,,,P767,,,"
"
1433,462,Q130247493,3,Alex Gomez,Q130254192,Q5,Alex,Gomez,,P767,,,"
"
1434,462,Q130247493,4,Oliver Hannemann,Q130254193,Q5,Oliver,Hannemann,,P767,,,"
"
1435,462,Q130247493,5,Lidija Burcak,Q130254194,Q5,Lidija,Burcak,,P767,,,"
"
1436,464,Q130247495,1,Marc Hunziker,Q55236162,Mensch,Marc,Hunziker,Gründer und Co-Betreiber,P112,,,"
"
1437,464,Q130247495,2,Chantal Kaufmann,Q114730014,Mensch,Chantal,Kaufmann,Co-Betreiberin seit Frühling 2014,P767,2014,2014,"
"
1438,464,Q130247495,3,Mia Spindler,Q130254197,Q5,Mia,Spindler,Co-Betreiberin seit Frühling 2014,P767,2014,2014,"
"
1439,464,Q130247495,4,Rafal Skoczek,Q130254198,Q5,Rafal,Skoczek,Co-Betreiberin seit Frühling 2014,P767,2014,2014,"
"
1440,464,Q130247495,5,Yael Wicki,Q130253485,Q5,Yeal,Wicki,Grafik,P767,,,"
"
1441,464,Q130247495,6,Birgham Baker,Q130254200,Q5,Birgham,Baker,Fotografie,P767,,,"
"
1442,464,Q130247495,7,Ariane Vonmoos,Q130254201,Q5,Ariane,Vonmoos,Fotografie,P767,,,"
"
1443,464,Q130247495,8,Urban Zellweger,Q130254202,Q5,Urban,Zellweger,,P767,,,"
"
1444,465,Q130247496,1,Nadja Baldini,Q130253682,Q5,Nadja,Baldini,Co-Betreiberin,P767,,,"
"
1445,465,Q130247496,2,Beat Huber,Q85098091,Mensch,Beat,Huber,Co-Betreiber,P767,,,"
"
1446,466,Q130247497,1,Patricia Bianchi,Q130254204,Q5,Patricia,Bianchi,freie Kuratorin,P767,,,"
"
1447,466,Q130247497,2,Emilie Guenat,Q130251897,Q5,Emilie,Guenat,Künstlerin und Kuratorin,P767,,,"
"
1448,466,Q130247497,3,Sébastien Peter,Q130254206,Q5,Sébastien,Peter,Dienststelle für Kultur Biel und freier Kurator,P767,,,"
"
1449,467,Q130247498,1,Bruno Nievergelt,Q130254207,Q5,Bruno,Nievergelt,,P767,,,"
"
1450,468,Q130247499,1,Ursula Hiestand,Q2501659,Mensch,Ursula,Hiestand,(Präsidentin),P767,,,"
"
1451,468,Q130247499,2,Remo G. Galli,Q130254209,Q5,Remo G.,Galli,(Koordinator Thearena/Schweiz. Werkbund),P767,,,"
"
1452,469,Q130247500,1,Roland Fischer,Q130254210,Q5,Roland,Fischer,,P767,,,"
"
1453,469,Q130247500,2,Kate Whitebread,Q130253250,Q5,Kate,Whitebread,,P767,,,"
"
1454,470,Q130247501,1,Nusa S-E. Núñez de La Torre,Q130254212,Q5,,,Hauptorganisatorin,P767,,,"
"
1455,471,Q130247502,1,Hanga Séra,Q115556693,Mensch,Hanga,Séra,"Kuratorin der Reihe ""kunst pflanzen""",P767,,,"
"
1456,471,Q130247502,2,Thomas Dimov,Q130254213,Q5,Thomas,Dimov,Teammitglied,P767,,,"
"
1457,471,Q130247502,3,Astrid Matathia,Q130254215,Q5,Astrid,Matathia,Teammitglied,P767,,,"
"
1458,472,Q130247503,1,Mara Lehmann Prader,Q130254216,Q5,Mara,Lehmann Prader,,P767,,,"
"
1459,472,Q130247503,2,Fabio Kunz,Q130254217,Q5,Fabio,Kunz,,P767,,,"
"
1460,473,Q130247505,1,Roxane Bovet,Q130254218,Q5,Roxane,Bovet,"Co-Betreiberin, Kunstwissenschaftlerin",P767,,,"
"
1461,473,Q130247505,2,Laure Marville,Q28659590,Mensch,Laure,Marville,"Co-Betreiberin, Künstlerin",P767,,,"
"
1462,473,Q130247505,3,Yoan Mudry,Q112056479,Mensch,Yoan,Mudry,"Co-Betreiberin, Künstlerin",P767,,,"
"
1463,473,Q130247505,4,Vidya Gastaldon,Q3557837,Mensch,Vidya,Gastaldon,"ehemalige Co-Betreiberin (2011-2015), Künstlerin",P767,2011,2015,"
"
1464,473,Q130247505,5,Magdalena Ybarguen,Q130253375,Q5,Magdalena,Ybarguen,"ehemalige Co-Betreiberin (2010-2013), Künstlerin",P767,2010,2013,"
"
1465,473,Q130247505,6,Samuel Gross,Q130254221,Q5,Samuel,Gross,"ehemaliger Co-Betreiber (2012), Kunsthistoriker",P767,2012,2012,"
"
1466,473,Q130247505,7,Nolwenn Mégard,Q130254222,Q5,Nolwenn,Mégard,"ehemalige Co-Betreiberin (2011), Kunsthistorikerin",P767,2011,2011,"
"
1467,473,Q130247505,8,Etienne Chosson,Q130254223,Q5,Etienne,Chosson,"Co-Betreiber, Künstler",P767,,,"
"
1468,473,Q130247505,9,Constance Brosse,Q130254224,Q5,Constance,Brosse,"Co-Betreiberin, Künstlerin",P767,,,"
"
1469,473,Q130247505,10,Mathias Pfund,Q130254225,Q5,Mathias,Pfund,"Co-Betreiber, Künstler",P767,,,"
"
1470,474,Q130247506,1,Lorenzo Bernet,Q130254227,Q5,Lorenzo,Bernet,,P767,,,"
"
1471,474,Q130247506,2,Fredi Fischli,Q130253747,Q5,Fredi,Fischli,,P767,,,"
"
1472,474,Q130247506,3,Carmen Tobler,Q130254229,Q5,Carmen,Tobler,,P767,,,"
"
1473,475,Q130247507,1,Nicole Gabathuler,Q130254230,Q5,Nicole,Gabathuler,,P767,,,"
"
1474,475,Q130247507,2,Tina Good,Q130254232,Q5,Tina,Good,,P767,,,"
"
1475,476,Q130247508,1,Manuela Schlumpf,Q130251885,Q5,Manuela,Schlumpf,,P767,,,"
"
1476,476,Q130247508,2,Adrian Ehrat,Q130253713,Q5,Adrian,Ehrat,,P767,,,"
"
1477,477,Q130247509,1,Ruedi Gfeller,Q130254234,Q5,Ruedi,Gfeller,,P767,,,"
"
1478,477,Q130247509,2,Urs Lehmann,Q111328616,Mensch,Urs,Lehmann,,P767,,,"
"
1479,477,Q130247509,3,Sirnon Selbherr,Q130254237,Q5,Sirnon,Selbherr,,P767,,,"
"
1480,477,Q130247509,4,Hedi Bäbler,Q130254238,Q5,Hedi,Bäbler,2001,P767,2001,2001,"
"
1481,477,Q130247509,5,Gabriel Magos,Q130254239,Q5,Gabriel,Magos,2001,P767,2001,2001,"
"
1482,477,Q130247509,6,David Renggli,Q85101612,Mensch,David,Renggli,2002-2004,P767,2002,2004,"
"
1483,477,Q130247509,7,Kerim Seiler,Q21066329,Mensch,Kerim,Seiler,2002-2004,P767,2002,2004,"
"
1484,477,Q130247509,8,Nelly Büttifkofer,Q130254240,Q5,Nelly,Büttifkofer,2005,P767,2005,2005,"
"
1485,478,Q130247511,1,Cornelia Bernegger,Q130254241,Q5,Cornelia,Bernegger,1997,P767,1997,1997,"
"
1486,478,Q130247511,2,Regula Stücheli,Q130253319,Q5,Regula,Stücheli,1997-2000,P767,1997,2000,"
"
1487,478,Q130247511,3,Aleksandr Schumow,Q130254243,Q5,Aleksandr,Schumow,Gastkurator 1998,P767,1998,1998,"
"
