id,project_id,project_q,sort_order,title,person_q,class_q,first_name,last_name,role,role_wiki,start_date,end_date,website_urls
619,223,Q130247247,1,Melody Gygax,Q130253586,Q5,Melody,Gygax,,P767,,,"
"
620,223,Q130247247,2,Sascha Renner,Q130253587,Q5,Sascha,Renner,,P767,,,"
"
621,223,Q130247247,3,Romano Zerbini,Q130253588,Q5,Romano,Zerbini,,P767,,,"
"
622,224,Q130247248,1,Marika Malacorda,Q130253589,Q5,Marika,Malacorda,,P767,,,"
"
623,225,Q130247249,1,Marine Badan,Q130253590,Q5,Marine,Badan,Kunsthistorikerin,P767,,,"
"
624,225,Q130247249,2,Christina von Rotenhan,Q130253591,Q5,Christina,von Rotenhan,Kurator,P767,,,"
"
625,225,Q130247249,3,Jonas Schnyder,Q130253592,Q5,Jonas,Schnyder,Künstler,P767,,,"
"
626,225,Q130247249,4,Annette Spesshardt Portatius,Q130253593,Q5,Annette,Spesshardt Portatius,Initiantin,P767,,,"
"
627,226,Q130247250,1,Christiane Rekade,Q130251881,Q5,Christiane,Rekade,Gründerin,P112,,,"
"
628,226,Q130247250,2,Peter Stoffel,Q85103296,Mensch,Peter,Stoffel,Gründer,P112,,,"
"
629,226,Q130247250,3,Emanuel Geisser,Q85096698,Mensch,Emanuel,Geisser,Gründer,P112,,,"
"
630,226,Q130247250,4,Agathe Nisple,Q130253594,Q5,Agathe,Nisple,2007 Gastgeberin des Austragungsortes 'station',P767,2007,2007,"
"
631,227,Q130247251,1,Martin Jedlitschka,Q130253595,Q5,Martin,Jedlitschka,Initiator,P767,,,"
"
632,227,Q130247251,2,Mark Staff Brandl,Q1769993,Mensch,Mark,Brandl,Kurator,P767,,,"
"
633,228,Q130247252,1,Jean Scheurer,Q85102388,Mensch,Jean,Scheurer,,P767,,,"
"
634,228,Q130247252,2,Jean-Claude Schauenberg,Q85102342,Mensch,Jean-Claude,Schauenberg,,P767,,,"
"
635,228,Q130247252,3,Henri Barbier,Q115556304,Mensch,Henri,Barbier,,P767,,,"
"
636,228,Q130247252,4,JP Zo,Q130253600,Q5,JP,Zo,,P767,,,"
"
637,228,Q130247252,5,Pierrre Gubérand,Q130253601,Q5,Pierrre,Gubérand,,P767,,,"
"
638,228,Q130247252,6,Betrand Caspar,Q130253602,Q5,Betrand,Caspar,,P767,,,"
"
639,228,Q130247252,7,Jaques Dominique Rouiller,Q130253603,Q5,Jaques Dominique,Rouiller,,P767,,,"
"
640,228,Q130247252,8,Francine Simonin,Q18222239,Mensch,Francine,Simonin,,P767,,,"
"
641,228,Q130247252,9,Christiane Cornuz,Q130253604,Q5,Christiane,Cornuz,,P767,,,"
"
642,228,Q130247252,10,Jean Otth,Q15974920,Mensch,Jean,Otth,,P767,,,"
"
643,228,Q130247252,11,Janos Urban,Q93142538,Q5,Janos,Urban,,P767,,,"
"
644,228,Q130247252,12,Jaqueline Nicod,Q130253606,Q5,Jaqueline,Nicod,,P767,,,"
"
645,228,Q130247252,13,Werner Jeker,Q3567320,Mensch,Werner,Jeker,,P767,,,"
"
646,228,Q130247252,14,Lorenz Nussbaumer,Q130253607,Q5,Lorenz,Nussbaumer,,P767,,,"
"
647,228,Q130247252,15,Marucie Echenard,Q130253608,Q5,Marucie,Echenard,,P767,,,"
"
648,228,Q130247252,16,Jean-Roger Wolfgang,Q130253609,Q5,Jean-Roger,Wolfgang,,P767,,,"
"
649,228,Q130247252,17,Jean-Claude Hesselbarth,Q3165019,Mensch,Jean-Claude,Hesselbarth,,P767,,,"
"
650,228,Q130247252,18,Charles Duboux,Q85095388,Mensch,Charles,Duboux,,P767,,,"
"
651,228,Q130247252,19,Yves Jobin,Q130253610,Q5,Yves,Jobin,,P767,,,"
"
652,228,Q130247252,20,Maryse Bonstein,Q130253611,Q5,Maryse,Bonstein,,P767,,,"
"
653,229,Q130247253,1,Rahel Bucher,Q130253613,Q5,Rahel,Bucher,,P767,,,"
"
654,229,Q130247253,2,Hannes Hergarten,Q130253614,Q5,Hannes,Hergarten,,P767,,,"
"
655,229,Q130247253,3,Anias Hergarten,Q130253615,Q5,Anias,Hergarten,,P767,,,"
"
656,229,Q130247253,4,Felicia Kreiselmaier,Q130253616,Q5,Felicia,Kreiselmaier,,P767,,,"
"
657,231,Q130247255,1,Simon Lieberherr,Q130253617,Q5,Simon,Lieberherr,Initiator,P767,,,"
"
658,231,Q130247255,2,Caroline von Gunten,Q130253618,Q5,Caroline,von Gunten,Kuratorin,P767,,,"
"
659,231,Q130247255,3,Cornelia Aeby,Q130253619,Q5,Cornelia,Aeby,Grafische Gestaltung,P767,,,"
"
660,231,Q130247255,4,Tamara Hauser,Q130253620,Q5,Tamara,Hauser,Administrative Unterstützung,P767,,,"
"
661,232,Q130247256,1,Sibylle Heiniger,Q130251882,Q5,Sibylle,Heiniger,"co-Gründerin und co-Kuratorin, Versuchsanordnung 1-4, 2011-2014",P112,2011,2014,"
"
662,232,Q130247256,2,Philipp Leimgruber,Q130253621,Q5,Philipp,Leimgruber,"Mitstreiter, Mitorganisator Versuchsanordnung 2-4, 2011-2014",P767,2011,2014,"
"
663,232,Q130247256,3,Gisela Nyfeler,Q130253622,Q5,Gisela,Nyfeler,"Versuchsanordnung 4, Mitorganisatorin, 2013-2014",P767,2013,2014,"
"
664,232,Q130247256,4,Lukas Gerber,Q130253623,Q5,Lukas,Gerber,"Mitorganisator, Versuchsanordnung 4-5, 2013-2015",P767,2013,2015,"
"
665,232,Q130247256,5,Julia Haenni,Q124685455,Mensch,Julia,Haenni,"Co-Kuratorin, Versuchsanordnung 5-6, Seit 2014",P767,2014,,"
"
666,232,Q130247256,6,Franz Krähenbühl,Q130251883,Q5,Franz,Krähenbühl,"Co-Gründer und Co-Kurator, Versuchsanordnung 1-6, Seit 2010",P112,2010,,"
"
667,233,Q130247257,1,Catherine Monney,Q130253625,Q5,Catherine,Monney,,P767,,,"
"
668,234,Q130247258,1,Philippe Deléglise,Q59208653,Mensch,Philippe,Deléglise,1979 - 1984,P767,1979,1984,"
"
669,234,Q130247258,2,Patricia Plattner (verstorben 2016),Q130253626,Q5,,,,P767,,,"
"
670,234,Q130247258,3,Aloyse Robellaz,Q130253628,Q5,Aloyse,Robellaz,,P767,,,"
"
671,235,Q130247259,1,Renaud Lauda,Q130253630,Q5,Renaud,Lauda,,P767,,,"
"
672,236,Q130247260,1,Georgette Maag,Q115556523,Mensch,Georgette,Maag,,P767,,,"
"
673,236,Q130247260,2,Mirjam Bürgin,Q130253636,Q5,Mirjam,Bürgin,Vereinsmitglied,P767,,,"
"
674,236,Q130247260,3,Ruth Schnederle,Q130253637,Q5,Ruth,Schnederle,Vereinsmitglied,P767,,,"
"
675,236,Q130247260,4,Françoise Caraco,Q85094488,Mensch,Françoise,Caraco,Vereinsmitglied,P767,,,"
"
676,236,Q130247260,5,Monica Germann,Q85096748,Mensch,Monica,Germann,Vereinsmitglied,P767,,,"
"
677,236,Q130247260,6,Sabine Hagmann,Q111985710,Mensch,Sabine,Hagmann,Vereinsmitglied,P767,,,"
"
678,236,Q130247260,7,Nicole Henning,Q85097755,Mensch,Nicole,Henning,Vereinsmitglied,P767,,,"
"
679,236,Q130247260,8,Seda Hepsev,Q43131447,Mensch,Seda,Hepsev,Vereinsmitglied,P767,,,"
"
680,236,Q130247260,9,Susanne Hofer,Q52557143,Mensch,Susanne,Hofer,Vereinsmitglied,P767,,,"
"
681,236,Q130247260,10,Tanja Kalt,Q130253640,Q5,Tanja,Kalt,Vereinsmitglied,P767,,,"
"
682,236,Q130247260,11,Regula Michell,Q115556553,Mensch,Regula,Michell,Vereinsmitglied,P767,,,"
"
683,236,Q130247260,12,Andreas Niederhauser,Q130253641,Q5,Andreas,Niederhauser,Vereinsmitglied,P767,,,"
"
684,236,Q130247260,13,Regula Spörri,Q130253642,Q5,Regula,Spörri,Vereinsmitglied,P767,,,"
"
685,236,Q130247260,14,Martin Stumpf,Q130253643,Q5,Martin,Stumpf,Vereinsmitglied,P767,,,"
"
686,236,Q130247260,15,Latefa Wiersch,Q112943496,Mensch,Latefa,Wiersch,Vereinsmitglied,P767,,,"
"
687,236,Q130247260,16,Bruno Z'Graggen,Q130253352,Q5,Bruno,ZGraggen,Vereinsmitglied,P767,,,"
"
688,236,Q130247260,17,Andrea Heller Camuzet,Q99042611,Mensch,Andrea,Heller,2007-2009,P767,2007,2009,"
"
689,236,Q130247260,18,Grégoire Schuwey,Q130253645,Q5,Grégoire,Schuwey,Ehemaliger 2008-09,P767,2008,2008,"
"
690,236,Q130247260,19,Elvira Stechanella Huber,Q130253646,Q5,,,Ehemalige 2007-10,P767,2007,2007,"
"
691,236,Q130247260,20,Flavia Caviezel,Q73409300,Mensch,Flavia,Caviezel,Ehemalige 2007-11,P767,2007,2007,"
"
692,236,Q130247260,21,Irene Müller,Q130252540,Q5,Irene,Müller,Ehemalige 2007-11,P767,2007,2007,"
"
693,236,Q130247260,22,Markus Kenner,Q130253647,Q5,Markus,Kenner,Ehemaliger 2007-10,P767,2007,2007,"
"
694,236,Q130247260,23,Cora Piantoni,Q85101162,Mensch,Cora,Piantoni,Ehemalige 2007-09,P767,2007,2007,"
"
695,236,Q130247260,24,Simone Schardt,Q130253648,Q5,Simone,Schardt,Ehemalige 2007-08,P767,2007,2007,"
"
696,236,Q130247260,25,Barbara Emmenegger,Q130253649,Q5,Barbara,Emmenegger,Ehemalige 2009-11,P767,2009,2009,"
"
697,236,Q130247260,26,Anna-Lydia Florin,Q130253650,Q5,Anna-Lydia,Florin,Ehemalige 2009-11,P767,2009,2009,"
"
698,237,Q130247261,1,Daniela Müller,Q104125969,Q5,Daniela,Müller,Initiatorin/Kuratorin/Organisation (u.a.),P112,,,"
"
699,237,Q130247261,2,Linda Pollari,Q130253652,Q5,Linda,Pollari,"Freiwillige Helferin, Fotografin",P767,,,"
"
700,237,Q130247261,3,Kathrin Fink,Q130253653,Q5,Kathrin,Fink,"Freiwillige Helferin, Journalistin",P767,,,"
"
701,238,Q130247262,1,Nicole Kaech,Q130253655,Q5,Nicole,Kaech,,P767,,,"
"
702,238,Q130247262,2,Miguel Sanchez,Q130253656,Q5,Miguel,Sanchez,,P767,,,"
"
703,241,Q130247265,1,Roland Iselin,Q85098461,Mensch,Roland,Iselin,,P767,,,"
"
704,241,Q130247265,2,Eliane Rutishauser,Q55456219,Mensch,Eliane,Rutishauser,,P767,,,"
"
705,243,Q130247267,1,Jean-Claude Freymond-Guth,Q130251865,Q5,Jean-Claude,Freymond-Guth,Galerie Freymond-Guth Ltd. Fine Art (Gründungsmitlied Perla Mode),P112,,,"
"
706,243,Q130247267,2,Benjamin Sommerhalder,Q16830602,Mensch,Benjamin,Sommerhalder,Nieves Verlag (Gründungsmitglied Perla Mode),P112,,,"
"
707,243,Q130247267,3,Manuela Schlumpf,Q130251885,Q5,Manuela,Schlumpf,Kunstraum Wartesaal (Gründungsmitglied Perla Mode),P112,,,"
"
708,243,Q130247267,4,Esther Eppstein,Q23661761,Mensch,Esther,Eppstein,Message Salon (Gründungsmitglied Perla Mode),P112,,,"
"
709,244,Q130247268,1,Agathe Nisple,Q130253594,Q5,Agathe,Nisple,,P767,,,"
"
710,246,Q58908647,1,Lars Kordetzky,Q60232255,Mensch,Lars,Kordetzky,Präsident,P767,,,"
"
711,246,Q58908647,2,Ursula Bossard,Q85093673,Mensch,Ursula,Bossard,Kassierin,P767,,,"
"
712,246,Q58908647,3,Claude Bernhart Seeberger,Q130253659,Q5,Claude Bernhart,Seeberger,Vorstandsmitglied,P767,,,"
"
713,246,Q58908647,4,Verena Andermatt,Q130253660,Q5,Verena,Andermatt,Vorstandsmitglied,P767,,,"
"
714,247,Q130247271,1,Mia Holz,Q130253661,Q5,Mia,Holz,Co-Kuratorin (2004-2007),P767,2004,2007,"
"
715,247,Q130247271,2,Lillian Fellmann,Q130253662,Q5,Lillian,Fellmann,"Leitung, Co-Kuration (2007-2007)",P767,2007,2007,"
"
716,247,Q130247271,3,Bettina Carl,Q4898610,Mensch,Bettina,Carl,"Co-Kuration (2007-2007), Co-Leitung (2008)",P767,2007,2007,"
"
717,247,Q130247271,4,Susanne Shigihara,Q112457695,Mensch,Susanne,Sauter,Co-Leitung (2008),P767,2008,2008,"
"
718,247,Q130247271,5,Siri Peyer,Q130253665,Q5,Siri,Peyer,Co-Leitung (2008),P767,2008,2008,"
"
719,247,Q130247271,6,Dorothee Richter,Q60767928,Mensch,Dorothee,Richter,"Co-Leitung (2008), Leitung (2009)",P767,2008,2009,"
"
720,247,Q130247271,7,Urs Küenzi,Q130251886,Q5,Urs,Küenzi,"Gründung, Co-Kuration (2004-2007), Organisation (2008)",P112,2004,2007,"
"
721,248,Q130247272,1,Alexia Turlin,Q85103685,Mensch,Alexia,Turlin,,P767,,,"
"
722,249,Q130247273,1,François Kohler,Q88692664,Mensch,François,Kohler,participant,P767,,,"
"
723,249,Q130247273,2,Natascha Anderes,Q130253666,Q5,Natascha,Anderes,participant,P767,,,"
"
724,249,Q130247273,3,Didier Rittener,Q3027177,Mensch,Didier,Rittener,participant,P767,,,"
"
725,250,Q130247274,1,Gregory Tara Hari,Q125948226,Mensch,Gregory,Hari,,P767,,,"
"
726,251,Q130247275,1,Josef Felix Müller,Q1397857,Mensch,Josef Felix,Müller,,P767,,,"
"
727,251,Q130247275,2,Christian Röllin,Q130253667,Q5,Christian,Röllin,Remake,P767,,,"
"
728,252,Q130247276,1,Markus Kraft,Q130253668,Q5,Markus,Kraft,Leitung und Kuration,P767,,,"
"
729,253,Q130247277,1,Alexia Turlin,Q85103685,Mensch,Alexia,Turlin,,P767,,,"
"
730,254,Q130247278,1,Vital Streiff,Q130253669,Q5,Vital,Streiff,,P767,,,"
"
731,254,Q130247278,2,Max Frei,Q130253670,Q5,Max,Frei,,P767,,,"
"
732,255,Q130247279,1,Jan Morgenthaler,Q27229535,Mensch,Jan,Morgenthaler,,P767,,,"
"
733,255,Q130247279,2,Willi Wottreng,Q2577645,Mensch,Willi,Wottreng,,P767,,,"
"
734,255,Q130247279,3,Martin Senn,Q130253671,Q5,Martin,Senn,,P767,,,"
"
735,255,Q130247279,4,Oliver Wehrli,Q130253672,Q5,Oliver,Wehrli,,P767,,,"
"
736,255,Q130247279,5,Seraina Feuerstein,Q130253673,Q5,Seraina,Feuerstein,,P767,,,"
"
737,255,Q130247279,6,Yakin Oktay,Q130253674,Q5,Yakin,Oktay,,P767,,,"
"
738,256,Q130247280,1,Karen Alphonso,Q130253675,Q5,Karen,Alphonso,Directrice depuis 2014,P767,2014,2014,"
"
739,257,Q130247281,1,Maja Thommen (Explosiv),Q130253677,Q5,Maja,Thommen,"Organisatorin Eurokot, 1. Symposium für interaktives Recycling, 1995",P767,1995,1995,"
"
740,258,Q130247282,1,Sascha Eugster,Q130253678,Q5,Sascha,Eugster,Unternehmensberater,P767,,,"
"
741,258,Q130247282,2,Oliver Otto,Q130253679,Q5,Oliver,Otto,Rechtsanwalt,P767,,,"
"
742,258,Q130247282,3,Evelyne Bucher,Q130253680,Q5,Evelyne,Bucher,Kunsthistorikerin,P767,,,"
"
743,258,Q130247282,4,Marcel Menzi,Q130253681,Q5,Marcel,Menzi,Webdesigner,P767,,,"
"
744,258,Q130247282,5,Nadja Baldini,Q130253682,Q5,Nadja,Baldini,Kunsthistorikerin seit 2005,P767,2005,,"
"
745,258,Q130247282,6,Michel Binggeli,Q130253683,Q5,Michel,Binggeli,"Marketing Manager, seit 2005",P767,2005,,"
"
746,259,Q130247283,1,Alain Jenzer,Q115556467,Mensch,Alain,Jenzer,,P767,,,"
"
747,260,Q130247284,1,Markus Weiss,Q130253684,Q5,Markus,Weiss,,P767,,,"
"
748,261,Q130247285,1,Bob Colacello,Q130253685,Q5,Bob,Colacello,,P767,,,"
"
749,261,Q130247285,2,Ulf Poschardt,Q130253686,Q5,Ulf,Poschardt,,P767,,,"
"
750,262,Q130247287,1,Jean-Claude Freymond-Guth,Q130251865,Q5,Jean-Claude,Freymond-Guth,,P767,,,"
"
751,262,Q130247287,2,Burkhard Meltzer,Q130253688,Q5,Burkhard,Meltzer,,P767,,,"
"
752,262,Q130247287,3,Michael Hiltbrunner,Q113129849,Mensch,Michael,Hiltbrunner,,P767,,,"
"
753,263,Q130247288,1,Gabriel Flückiger,Q130253436,Q5,Gabriel,Flückiger,,P767,,,"
"
754,264,Q130247289,1,Mitchell Anderson,Q130253691,Q5,Mitchell,Anderson,,P767,,,"
"
755,266,Q130247291,1,Sandino Scheidegger,Q130251953,Q5,Sandino,Scheidegger,,P767,,,"
"
756,266,Q130247291,2,Luca Müller,Q130253572,Q5,Luca,Müller,,P767,,,"
"
757,267,Q130247292,1,Rea Furrer,Q130253693,Q5,Rea,Furrer,,P767,,,"
"
758,267,Q130247292,2,Cinzia Marti,Q130253694,Q5,Cinzia,Marti,,P767,,,"
"
759,267,Q130247292,3,Giulia Ficco,Q130253695,Q5,Giulia,Ficco,,P767,,,"
"
760,267,Q130247292,4,Manuela Hitz,Q130253696,Q5,Manuela,Hitz,Künstlerische Leitung / Kuratorin,P767,,,"
"
761,267,Q130247292,5,Samira Nann,Q130253697,Q5,Samira,Nann,Praktikantin,P767,,,"
"
762,267,Q130247292,6,Meret Alexa Draeyer,Q130253698,Q5,Meret Alexa,Draeyer,Administrative Leitung,P767,,,"
"
763,267,Q130247292,7,Yvonne Türler,Q130253699,Q5,Yvonne,Türler,Führungen,P767,,,"
"
764,269,Q130247294,1,Gabrielle Schaad,Q130253700,Q5,Gabrielle,Schaad,(Konzept),P767,,,"
"
765,269,Q130247294,2,Gioia dal Molin,Q130253701,Q5,Gioia,dal Molin,Konzept,P767,,,"
"
766,269,Q130247294,3,Gioia dal Molin,Q130253701,Q5,Gioia,dal Molin,Kuratorin,P767,,,"
"
767,269,Q130247294,4,Anna Francke,Q130253703,Q5,Anna,Francke,(Kuratorin),P767,,,"
"
768,270,Q130247295,1,Livio Baumgartner,Q85092743,Mensch,Livio,Baumgartner,Initiator und Betreiber,P767,,,"
"
769,270,Q130247295,2,Sandro Fiechter,Q130253705,Q5,Sandro,Fiechter,ehem. Co-Betreiber,P767,,,"
"
770,270,Q130247295,3,Aline Juchler,Q130253706,Q5,Aline,Juchler,verfasste Texte und kuratierte Ausstellungen,P767,,,"
"
771,270,Q130247295,4,Salome Hohl,Q130253707,Q5,Salome,Hohl,verfasste Texte und kuratierte Ausstellungen,P767,,,"
"
772,270,Q130247295,5,Patrick Savolainen,Q112547623,Mensch,Patrick,Savolainen,verfasst Texte seit 2015,P767,2015,,"
"
773,271,Q130247296,1,Fritz Franz Vogel,Q106917319,Mensch,Fritz Franz,Vogel,Kuratorium 1987 bis 1993,P767,1987,1993,"http://www.fritzfranzvogel.ch
"
774,271,Q130247296,2,M. Vänçi Stirnemann,Q23639473,Mensch,,,,P767,,,"
"
775,272,Q130247297,1,Raffaella Chiara,Q85094709,Mensch,Raffaella,Chiara,"Co-Gründerin, 1993-2000",P112,1993,2000,"
"
776,272,Q130247297,2,Christoph Lichtin,Q113766318,Mensch,Christoph,Lichtin,"Co-Gründer, 1993-2001",P112,1993,2001,"
"
777,272,Q130247297,3,Christian Müller,Q130251887,Q5,Christian,Müller,"Co-Gründer, 1993-1996",P112,1993,1996,"
"
778,272,Q130247297,4,Jürg Thommen,Q130251888,Q5,Jürg,Thommen,"Co-Gründer, 1993-?",P112,1993,1993,"
"
779,272,Q130247297,6,Hubert Dechant,Q85094991,Mensch,Hubert,Dechant,1996-2001,P767,1996,2001,"
"
780,272,Q130247297,7,Hannah Christina Külling,Q1575787,Mensch,Hannah,"Külling,",1996-2001,P767,1996,2001,"
"
781,272,Q130247297,8,Jürg Hugentobler,Q85098200,Mensch,Jürg,Hugentobler,1996-?,P767,1996,1996,"
"
782,272,Q130247297,9,Urs Hug,Q130253709,Q5,Urs,Hug,1996-?,P767,1996,1996,"
"
783,272,Q130247297,10,Eva Zohren,Q130253710,Q5,Eva,Zohren,1996-?,P767,1996,1996,"
"
784,273,Q130247298,1,Nicola Ruffo,Q130253711,Q5,Nicola,Ruffo,,P767,,,"
"
785,273,Q130247298,2,Nele Dechmann,Q130253712,Q5,Nele,Dechmann,,P767,,,"
"
786,274,Q130247299,1,Adrian Ehrat,Q130253713,Q5,Adrian,Ehrat,,P767,,,"
"
787,275,Q130247300,1,Reto Forster,Q130253714,Q5,Reto,Forster,,P767,,,"
"
788,275,Q130247300,2,Reto Müller,Q97360259,Q5,Reto,Müller,,P767,,,"
"
789,275,Q130247300,3,Mario Leimbacher,Q130253716,Q5,Mario,Leimbacher,,P767,,,"
"
790,276,Q130247301,1,Mark Divo,Q6767377,Mensch,Mark,Divo,,P767,,,"
"
791,276,Q130247301,2,Jan Theiler,Q6534551,Mensch,Pastor,Leumund,,P767,,,"
"
792,276,Q130247301,3,GRRRR,Q6032867,Q5,Ingo,Giezendanner,,P767,,,"
"
793,276,Q130247301,4,Pascal Häusermann,Q107248329,Mensch,Pascal,Häusermann,,P767,,,"
"
794,276,Q130247301,5,Urs Lehmann,Q111328616,Mensch,,,,P767,,,"
"
795,276,Q130247301,6,Andrea Muheim,Q18683289,Mensch,Andrea,Muheim,,P767,,,"
"
796,276,Q130247301,7,Ajana Calugar,Q130253719,Q5,Ajana,Calugar,,P767,,,"
"
797,276,Q130247301,8,Mickry 3,Q130253317,Q5,,,,P767,,,"
"
798,276,Q130247301,9,Stini Arn,Q130253721,Q5,Stini,Arn,,P767,,,"
"
799,277,Q130247302,1,Patrick Huber,Q130253531,Q5,Patrick,Huber,,P767,,,"
"
800,278,Q27488979,1,Josef Felix Müller,Q1397857,Mensch,Josef Felix,Müller,Mitgründer und erster künstlerischer Leiter 1993-1995,P112,1993,1995,"
"
801,278,Q27488979,2,Dorothea Strauss,Q23696517,Mensch,Dorothea,Strauss,Kuratorin 1996-2001,P767,1996,2001,"
"
802,278,Q27488979,3,Gianni Jetzer,Q90577756,Mensch,Gianni,Jetzer,Kurator 2001-2006,P767,2001,2006,"
"
803,278,Q27488979,4,Giovanni Carmine,Q112511413,Mensch,Giovanni,Carmine,Direktor 2007-heute,P767,2007,2007,"
"
804,279,Q130247304,1,Stephan Wittmer,Q85104311,Mensch,Stephan,Wittmer,,P767,,,"
"
805,280,Q130247305,1,Jean Crotti,Q670319,Mensch,Jean,Crotti,,P767,,,"
"
806,280,Q130247305,2,Alain Huck,Q2829912,Mensch,Alain,Huck,,P767,,,"
"
807,280,Q130247305,3,Robert Ireland,Q130253723,Q5,Robert,Ireland,,P767,,,"
"
808,280,Q130247305,4,Jean-Luc Manz,Q3167196,Mensch,Jean-Luc,Manz,,P767,,,"
"
809,280,Q130247305,5,Catherine Monney,Q130253625,Q5,Catherine,Monney,,P767,,,"
"
810,280,Q130247305,6,Christian Messerli,Q130253725,Q5,Christian,Messerli,,P767,,,"
"
811,281,Q130247307,1,Pierre Bonard,Q130282806,Mensch,Pierre,Bonard,Pierre Bonard war mit Sylvie Mermoud von 1984-1985 eingeladener Kurator. Von 1985-1990 leitete er dann den Raum.,P767,1984,1985,"
"
812,281,Q130247307,2,Claude Augsburger,Q2976919,Mensch,Claude,Augsburger,,P767,,,"
"
813,281,Q130247307,3,Pierre-Alain Giesser,Q130253727,Q5,Pierre-Alain,Giesser,,P767,,,"
"
814,281,Q130247307,4,Christine Massy,Q130253728,Q5,Christine,Massy,,P767,,,"
"
815,281,Q130247307,5,Sylvie Mermoud,Q85100215,Mensch,Sylvie,Mermoud,Sylvie Mermoud war mit Pierre Bonard von 1984-1985 eingeladene Kuratorin.,P767,1984,1985,"
"
816,282,Q130247308,1,Brita Polzer,Q130251976,Q5,Brita,Polzer,,P767,,,"
"
817,283,Q130247309,1,Toda Bechstein,Q130253729,Q5,Toda,Bechstein,,P767,,,"
"
818,284,Q130247310,1,Jérôme Massard,Q130251893,Q5,Jerome,Massard,,P767,,,"
"
819,285,Q2112124,1,Beate Engel,Q59247412,Mensch,Beate,Engel,Gründerin und Kuratorin,P112,,,"
"
820,285,Q2112124,2,Katrien Reist,Q130251891,Q5,Katrien,Reist,Gründerin und Kuratorin,P112,,,"
"
821,285,Q2112124,3,Silvia Hofer,Q130253730,Q5,Silvia,Hofer,Geschäftsleitung,P767,,,"
"
822,285,Q2112124,4,Daniela Nötzli,Q130253731,Q5,Daniela,Nötzli,Veranstaltungen,P767,,,"
"
823,285,Q2112124,5,Lorenz Keller,Q130253732,Q5,Lorenz,Keller,Abwart,P767,,,"
"
824,285,Q2112124,6,Sabine Mommartz,Q130253733,Q5,Sabine,Mommartz,Stiftungsrat,P767,,,"
"
825,285,Q2112124,7,Thomas D. Meier,Q1110785,Mensch,Thomas D.,Meier,"Stiftungsrat, Präsident, Rektor ZHdK",P767,,,"
"
826,285,Q2112124,8,Sibyl Matter,Q130253735,Q5,Sibyl,Matter,"Stiftungsrat, Anwältin, Notarin, Mediatorin",P767,,,"
"
827,285,Q2112124,9,Nicolette Kretz,Q95187718,Mensch,Nicolette,Kretz,"Stiftungsrat, (Autorin, Text-Performerin, Dramaturgin, Theaterkritikerin)",P767,,,"
"
828,285,Q2112124,10,Corinne Kuenzli,Q88691785,Mensch,Corinne,Kuenzli,Stiftungsrat,P767,,,"
"
829,285,Q2112124,11,Günther Ketterer,Q130253737,Q5,Günther,Ketterer,"Stiftungsrat, Immobilientreuhänder, Kunstsammler",P767,,,"
"
830,285,Q2112124,12,Zimoun,Q121756,Mensch,,,"Stiftungsrat, Künstler",P767,,,"
"
831,285,Q2112124,13,Hansjörg Wyss,Q1000803,Mensch,Hansjörg,Wyss,"Stiftungsrat, Unternehmer",P767,,,"
"
832,286,Q130247312,1,IGFK (Interessengemeinschaft Kulturzentrum Falken),Q130253738,Q5,,,,P767,,,"
"
833,288,Q130247315,1,Elisa Langlois,Q130253739,Q5,Elisa,Langlois,,P767,,,"
"
834,288,Q130247315,2,Abdallah Chatila,Q130251892,Q5,Abdallah,Chatila,Gründer,P112,,,"
"
835,289,Q130247316,1,Ian Anüll,Q28777070,Mensch,Ian,Anüll,,P767,,,"
"
836,290,Q130247317,1,Jérôme Massard,Q130251893,Q5,Jerôme,Massard,Gründungsmitglied,P112,,,"
"
837,291,Q130247318,1,Bettina della Casa,Q130253741,Q5,Bettina,della Casa,,P767,,,"
"
838,292,Q130247319,1,Lionel Bovier,Q55164897,Mensch,Lionel,Bovier,,P767,,,"
"
839,293,Q130247320,1,Ceel Mogami de Haas,Q124539498,Mensch,,,,P767,,,"
"
840,293,Q130247320,2,Lucas Cantori,Q108477155,Mensch,Lucas,Cantori,,P767,,,"
"
841,293,Q130247320,3,Bénédicte le Pimpec,Q130253742,Q5,,,,P767,,,"
"
842,293,Q130247320,4,Camilla Paolino,Q130253743,Q5,Camilla,Paolino,,P767,,,"
"
843,294,Q130247321,1,Magali Dougoud,Q113367724,Mensch,Magali,Dougoud,Gründungsmitglied,P112,,,"
"
844,294,Q130247321,2,Andrea Marioni,Q113131379,Mensch,Andrea,Marioni,,P767,,,"
"
845,294,Q130247321,3,Stéphanie Rosianu,Q130253744,Q5,Stéphanie,Rosianu,,P767,,,"
"
846,294,Q130247321,4,Léonie Vanay,Q130251894,Q5,Léonie,Vanay,Gründungsmitglied,P112,,,"
"
847,294,Q130247321,5,Myriam Ziehli,Q130253745,Q5,Myriam,Ziehli,seit 2017,P767,2017,,"
"
848,294,Q130247321,6,Ascanio Cecco,Q130253746,Q5,Ascanio,Cecco,seit 2017,P767,2017,,"
"
849,294,Q130247321,7,Sara Gassmann,Q130251896,Q5,Sara,Gassmann,"Gründungsmitglied, nicht mehr aktiv",P112,,,"
"
850,294,Q130247321,8,Emilie Guenat,Q130251897,Q5,Emilie,Guenat,"Gründungsmitglied, nicht mehr aktiv",P112,,,"
"
